Validator,Stake,Reward,Sortition
2329, 250, 26, 26
2330, 250, 37, 36
2331, 250, 38, 39
2332, 250, 37, 38
2333, 250, 25, 25
2334, 250, 42, 43
2335, 250, 39, 38
2336, 250, 33, 32
2337, 250, 26, 25
2338, 250, 50, 48
2339, 250, 34, 34
2340, 250, 39, 38
2341, 250, 29, 30
2342, 250, 43, 40
2343, 250, 38, 40
2344, 250, 32, 32
2345, 250, 30, 31
2346, 250, 44, 45
2347, 250, 31, 35
2348, 250, 30, 31
2349, 250, 46, 45
2350, 250, 30, 32
2351, 250, 30, 30
2352, 250, 37, 38
2353, 250, 27, 28
2354, 250, 42, 40
2355, 250, 36, 36
2356, 250, 35, 36
2357, 250, 34, 35
2358, 250, 40, 38
2359, 250, 42, 41
2360, 250, 39, 36
2361, 250, 27, 28
2362, 250, 40, 41
2363, 250, 42, 40
2364, 250, 18, 18
2365, 250, 24, 23
2366, 250, 40, 42
2367, 250, 30, 30
2368, 250, 41, 40
2369, 250, 43, 46
2370, 250, 33, 34
2371, 250, 34, 34
2372, 250, 43, 44
2373, 250, 33, 33
2374, 250, 40, 38
2375, 250, 26, 25
2376, 250, 31, 33
2377, 250, 36, 36
2378, 250, 40, 41
2379, 250, 32, 31
2380, 250, 39, 40
2381, 250, 47, 46
2382, 250, 37, 36
2383, 250, 29, 29
2384, 250, 26, 26
2385, 250, 47, 43
2386, 250, 34, 35
2387, 250, 35, 34
2388, 250, 40, 38
2389, 250, 34, 34
2390, 250, 34, 33
2391, 250, 28, 29
2392, 250, 38, 38
2393, 250, 35, 35
2394, 250, 37, 39
2395, 250, 32, 32
2396, 250, 32, 34
2397, 250, 41, 37
2398, 250, 26, 27
2399, 250, 60, 62
2400, 250, 28, 27
2401, 250, 33, 32
2402, 250, 34, 32
2403, 250, 33, 33
2404, 250, 46, 44
2405, 250, 41, 38
2406, 250, 37, 37
2407, 250, 35, 37
2408, 250, 35, 36
2409, 250, 34, 32
2410, 250, 36, 36
2411, 250, 26, 27
2412, 250, 16, 16
2413, 250, 51, 51
2414, 250, 25, 27
2415, 250, 38, 38
2416, 250, 27, 25
2417, 250, 31, 32
2418, 250, 36, 34
2419, 250, 32, 31
2420, 250, 29, 29
2421, 250, 38, 37
2422, 250, 30, 31
2423, 250, 22, 23
2424, 250, 30, 29
2425, 250, 36, 36
2426, 250, 27, 26
2427, 250, 37, 35
2428, 250, 31, 30
2429, 250, 34, 35
2430, 250, 40, 39
2431, 250, 32, 32
2432, 250, 36, 36
2433, 250, 34, 33
2434, 250, 42, 40
2435, 250, 45, 44
2436, 250, 34, 35
2437, 250, 34, 34
2438, 250, 28, 28
2439, 250, 26, 28
2440, 250, 36, 34
2441, 250, 36, 36
2442, 250, 38, 37
2443, 250, 26, 26
2444, 250, 35, 33
2445, 250, 38, 38
2446, 250, 50, 48
2447, 250, 30, 33
2448, 250, 19, 21
2449, 250, 23, 25
2450, 250, 37, 37
2451, 250, 32, 35
2452, 250, 36, 35
2453, 250, 33, 33
2454, 250, 42, 41
2455, 250, 39, 39
2456, 250, 33, 33
2457, 250, 37, 37
2458, 250, 28, 28
2459, 250, 51, 51
2460, 250, 41, 39
2461, 250, 34, 36
2462, 250, 38, 40
2463, 250, 39, 41
2464, 250, 29, 29
2465, 250, 31, 31
2466, 250, 38, 37
2467, 250, 29, 31
2468, 250, 30, 30
2469, 250, 32, 31
2470, 250, 29, 30
2471, 250, 32, 33
2472, 250, 33, 31
2473, 250, 33, 31
2474, 250, 30, 30
2475, 250, 34, 33
2476, 250, 21, 22
2477, 250, 35, 36
2478, 250, 29, 28
2479, 250, 42, 38
2480, 250, 36, 36
2481, 250, 34, 34
2482, 250, 36, 36
2483, 250, 37, 40
2484, 250, 41, 41
2485, 250, 41, 40
2486, 250, 42, 38
2487, 250, 34, 33
2488, 250, 39, 39
2489, 250, 35, 35
2490, 250, 29, 29
2491, 250, 34, 32
2492, 250, 33, 38
2493, 250, 37, 37
2494, 250, 43, 42
2495, 250, 33, 33
2496, 250, 22, 24
2497, 250, 32, 29
2498, 250, 34, 33
2499, 250, 41, 39
2500, 250, 37, 35
2501, 250, 31, 32
2502, 250, 35, 33
2503, 250, 37, 39
2504, 250, 25, 24
2505, 250, 32, 31
2506, 250, 37, 35
2507, 250, 29, 29
2508, 250, 30, 31
2509, 250, 29, 29
2510, 250, 32, 32
2511, 250, 39, 41
2512, 250, 38, 37
2513, 250, 26, 27
2514, 250, 29, 29
2515, 250, 35, 36
2516, 250, 37, 38
2517, 250, 34, 33
2518, 250, 31, 32
2519, 250, 31, 28
2520, 250, 33, 32
2521, 250, 32, 36
2522, 250, 29, 30
2523, 250, 38, 37
2524, 250, 33, 31
2525, 250, 38, 35
2526, 250, 33, 35
2527, 250, 40, 39
2528, 250, 37, 34
2529, 250, 34, 35
2530, 250, 36, 36
2531, 250, 33, 34
2532, 250, 32, 31
2533, 250, 40, 41
2534, 250, 39, 39
2535, 250, 29, 30
2536, 250, 32, 31
2537, 250, 29, 32
2538, 250, 37, 37
2539, 250, 26, 26
2540, 250, 36, 36
2541, 250, 27, 28
2542, 250, 33, 34
2543, 250, 31, 31
2544, 250, 42, 44
2545, 250, 32, 31
2546, 250, 34, 31
2547, 250, 38, 37
2548, 250, 32, 33
2549, 250, 32, 32
2550, 250, 30, 33
2551, 250, 35, 35
2552, 250, 37, 38
2553, 250, 32, 28
2554, 250, 25, 28
2555, 250, 31, 32
2556, 250, 28, 28
2557, 250, 32, 32
2558, 250, 33, 32
2559, 250, 34, 34
2560, 250, 35, 33
2561, 250, 26, 26
2562, 250, 32, 36
2563, 250, 43, 43
2564, 250, 26, 27
2565, 250, 34, 33
2566, 250, 39, 42
2567, 250, 45, 46
2568, 250, 32, 35
2569, 250, 27, 28
2570, 250, 31, 30
2571, 250, 34, 37
2572, 250, 39, 39
2573, 250, 39, 38
2574, 250, 35, 32
2575, 250, 34, 35
2576, 250, 34, 35
2577, 250, 30, 29
2578, 250, 42, 42
2579, 250, 43, 42
2580, 250, 33, 32
2581, 250, 27, 29
2582, 250, 37, 36
2583, 250, 33, 30
2584, 250, 37, 35
2585, 250, 33, 35
2586, 250, 33, 31
2587, 250, 30, 29
2588, 250, 37, 39
2589, 250, 33, 36
2590, 250, 37, 37
2591, 250, 33, 34
2592, 250, 28, 29
2593, 250, 40, 38
2594, 250, 44, 44
2595, 250, 48, 45
2596, 250, 40, 41
2597, 250, 39, 37
2598, 250, 44, 43
2599, 250, 36, 36
2600, 250, 29, 28
2601, 250, 39, 39
2602, 250, 35, 33
2603, 250, 31, 31
2604, 250, 29, 30
2605, 250, 35, 33
2606, 250, 36, 37
2607, 250, 25, 25
2608, 250, 41, 40
2609, 250, 37, 38
2610, 250, 32, 30
2611, 250, 33, 32
2612, 250, 37, 36
2613, 250, 32, 33
2614, 250, 38, 36
2615, 250, 24, 27
2616, 250, 33, 32
2617, 250, 41, 39
2618, 250, 34, 34
2619, 250, 28, 28
2620, 250, 46, 45
2621, 250, 47, 44
2622, 250, 40, 38
2623, 250, 44, 44
2624, 250, 39, 41
2625, 250, 42, 43
2626, 250, 35, 36
2627, 250, 48, 50
2628, 250, 36, 35
2629, 250, 27, 28
2630, 250, 30, 27
2631, 250, 33, 36
2632, 250, 33, 33
2633, 250, 44, 43
2634, 250, 44, 44
2635, 250, 33, 31
2636, 250, 34, 35
2637, 250, 34, 37
2638, 250, 28, 31
2639, 250, 36, 36
2640, 250, 38, 38
2641, 250, 38, 39
2642, 250, 41, 40
2643, 250, 38, 36
2644, 250, 31, 30
2645, 250, 33, 36
2646, 250, 44, 47
2647, 250, 39, 40
2648, 250, 27, 25
2649, 250, 28, 28
2650, 250, 56, 56
2651, 250, 33, 34
2652, 250, 41, 37
2653, 250, 26, 28
2654, 250, 34, 32
2655, 250, 27, 29
2656, 250, 31, 31
2657, 250, 32, 30
2658, 250, 44, 40
2659, 250, 36, 36
2660, 250, 33, 36
2661, 250, 27, 28
2662, 250, 46, 46
2663, 250, 41, 38
2664, 250, 27, 29
2665, 250, 32, 30
2666, 250, 21, 23
2667, 250, 24, 23
2668, 250, 38, 38
2669, 250, 30, 31
2670, 250, 29, 27
2671, 250, 26, 29
2672, 250, 27, 25
2673, 250, 30, 30
2674, 250, 39, 37
2675, 250, 35, 34
2676, 250, 37, 37
2677, 250, 20, 21
2678, 250, 40, 40
2679, 250, 35, 33
2680, 250, 33, 32
2681, 250, 33, 34
2682, 250, 43, 41
2683, 250, 30, 33
2684, 250, 41, 43
2685, 250, 29, 28
2686, 250, 46, 45
2687, 250, 40, 39
2688, 250, 34, 36
2689, 250, 42, 40
2690, 250, 34, 34
2691, 250, 32, 32
2692, 250, 22, 23
2693, 250, 31, 30
2694, 250, 42, 44
2695, 250, 37, 38
2696, 250, 32, 33
2697, 250, 36, 40
2698, 250, 39, 36
2699, 250, 37, 37
2700, 250, 39, 36
2701, 250, 43, 42
2702, 250, 33, 34
2703, 250, 34, 34
2704, 250, 31, 27
2705, 250, 35, 34
2706, 250, 23, 27
2707, 250, 35, 35
2708, 250, 35, 36
2709, 250, 37, 36
2710, 250, 30, 31
2711, 250, 40, 40
2712, 250, 34, 36
2713, 250, 46, 45
2714, 250, 30, 29
2715, 250, 38, 38
2716, 250, 33, 35
2717, 250, 32, 29
2718, 250, 34, 34
2719, 250, 36, 35
2720, 250, 33, 32
2721, 250, 40, 40
2722, 250, 35, 35
2723, 250, 30, 33
2724, 250, 47, 45
2725, 250, 48, 45
2726, 250, 36, 35
2727, 250, 54, 51
2728, 250, 30, 29
2729, 250, 29, 29
2730, 250, 29, 31
2731, 250, 36, 36
2732, 250, 33, 34
2733, 250, 30, 30
2734, 250, 35, 33
2735, 250, 27, 30
2736, 250, 27, 28
2737, 250, 52, 50
2738, 250, 32, 32
2739, 250, 33, 33
2740, 250, 31, 30
2741, 250, 39, 41
2742, 250, 27, 28
2743, 250, 45, 45
2744, 250, 29, 32
2745, 250, 37, 37
2746, 250, 31, 33
2747, 250, 35, 34
2748, 250, 35, 33
2749, 250, 36, 35
2750, 250, 29, 28
2751, 250, 33, 35
2752, 250, 47, 47
2753, 250, 22, 22
2754, 250, 34, 34
2755, 250, 27, 26
2756, 250, 27, 29
2757, 250, 39, 37
2758, 250, 31, 35
2759, 250, 27, 24
2760, 250, 27, 30
2761, 250, 35, 34
2762, 250, 36, 36
2763, 250, 35, 33
2764, 250, 43, 44
2765, 250, 36, 40
2766, 250, 33, 32
2767, 250, 37, 36
2768, 250, 31, 32
2769, 250, 34, 33
2770, 250, 32, 32
2771, 250, 30, 29
2772, 250, 25, 23
2773, 250, 32, 31
2774, 250, 21, 22
2775, 250, 36, 35
2776, 250, 31, 30
2777, 250, 32, 34
2778, 250, 25, 23
2779, 250, 31, 30
2780, 250, 39, 38
2781, 250, 33, 31
2782, 250, 35, 35
2783, 250, 28, 29
2784, 250, 43, 43
2785, 250, 29, 30
2786, 250, 31, 31
2787, 250, 33, 34
2788, 250, 45, 43
2789, 250, 38, 37
2790, 250, 33, 34
2791, 250, 37, 38
2792, 250, 30, 32
2793, 250, 25, 27
2794, 250, 31, 35
2795, 250, 49, 48
2796, 250, 29, 29
2797, 250, 33, 34
2798, 250, 55, 52
2799, 250, 28, 28
2800, 250, 27, 26
2801, 250, 42, 41
2802, 250, 43, 42
2803, 250, 32, 31
2804, 250, 36, 37
2805, 250, 36, 35
2806, 250, 24, 26
2807, 250, 43, 39
2808, 250, 42, 42
2809, 250, 36, 37
2810, 250, 46, 47
2811, 250, 34, 34
2812, 250, 43, 45
2813, 250, 46, 48
2814, 250, 29, 31
2815, 250, 34, 31
2816, 250, 25, 24
2817, 250, 29, 30
2818, 250, 39, 42
2819, 250, 35, 33
2820, 250, 20, 19
2821, 250, 33, 33
2822, 250, 32, 31
2823, 250, 24, 24
2824, 250, 33, 33
2825, 250, 46, 44
2826, 250, 38, 41
2827, 250, 38, 36
2828, 250, 36, 36
2829, 250, 41, 44
2830, 250, 30, 30
2831, 250, 40, 41
2832, 250, 37, 36
2833, 250, 37, 39
2834, 250, 28, 28
2835, 250, 24, 23
2836, 250, 44, 40
2837, 250, 36, 35
2838, 250, 34, 33
2839, 250, 34, 34
2840, 250, 30, 32
2841, 250, 33, 33
2842, 250, 50, 50
2843, 250, 32, 35
2844, 250, 45, 47
2845, 250, 31, 35
2846, 250, 41, 42
2847, 250, 30, 30
2848, 250, 28, 32
2849, 250, 39, 38
2850, 250, 35, 34
2851, 250, 26, 26
2852, 250, 43, 43
2853, 250, 29, 32
2854, 250, 35, 32
2855, 250, 31, 32
2856, 250, 39, 42
2857, 250, 29, 29
2858, 250, 30, 31
2859, 250, 39, 39
2860, 250, 42, 42
2861, 250, 36, 38
2862, 250, 49, 47
2863, 250, 36, 36
2864, 250, 38, 36
2865, 250, 37, 34
2866, 250, 37, 36
2867, 250, 39, 37
2868, 250, 37, 36
2869, 250, 39, 39
2870, 250, 37, 38
2871, 250, 21, 22
2872, 250, 34, 35
2873, 250, 37, 37
2874, 250, 45, 40
2875, 250, 31, 31
2876, 250, 39, 38
2877, 250, 33, 33
2878, 250, 42, 40
2879, 250, 34, 36
2880, 250, 37, 39
2881, 250, 44, 45
2882, 250, 30, 29
2883, 250, 34, 36
2884, 250, 33, 34
2885, 250, 38, 37
2886, 250, 33, 34
2887, 250, 31, 30
2888, 250, 35, 33
2889, 250, 45, 43
2890, 250, 40, 42
2891, 250, 32, 35
2892, 250, 31, 32
2893, 250, 36, 36
2894, 250, 35, 35
2895, 250, 27, 27
2896, 250, 35, 34
2897, 250, 31, 34
2898, 250, 38, 39
2899, 250, 42, 40
2900, 250, 34, 34
2901, 250, 39, 40
2902, 250, 40, 39
2903, 250, 28, 29
2904, 250, 31, 32
2905, 250, 25, 27
2906, 250, 42, 43
2907, 250, 35, 32
2908, 250, 36, 41
2909, 250, 35, 36
2910, 250, 36, 34
2911, 250, 42, 40
2912, 250, 34, 34
2913, 250, 29, 28
2914, 250, 32, 37
2915, 250, 43, 43
2916, 250, 25, 25
2917, 250, 41, 39
2918, 250, 36, 36
2919, 250, 26, 24
2920, 250, 39, 42
2921, 250, 34, 33
2922, 250, 37, 36
2923, 250, 37, 36
2924, 250, 33, 33
2925, 250, 44, 45
2926, 250, 29, 28
2927, 250, 31, 32
2928, 250, 37, 37
2929, 250, 35, 36
2930, 250, 39, 39
2931, 250, 39, 34
2932, 250, 28, 28
2933, 250, 30, 34
2934, 250, 44, 47
2935, 250, 47, 45
2936, 250, 33, 30
2937, 250, 33, 33
2938, 250, 34, 31
2939, 250, 29, 32
2940, 250, 37, 37
2941, 250, 33, 31
2942, 250, 39, 38
2943, 250, 31, 32
2944, 250, 38, 37
2945, 250, 31, 31
2946, 250, 33, 31
2947, 250, 40, 40
2948, 250, 39, 39
2949, 250, 30, 33
2950, 250, 44, 44
2951, 250, 31, 33
2952, 250, 39, 38
2953, 250, 40, 39
2954, 250, 31, 31
2955, 250, 33, 30
2956, 250, 21, 23
2957, 250, 34, 39
2958, 250, 41, 39
2959, 250, 43, 41
2960, 250, 34, 34
2961, 250, 38, 34
2962, 250, 36, 37
2963, 250, 33, 34
2964, 250, 36, 37
2965, 250, 33, 34
2966, 250, 36, 34
2967, 250, 31, 29
2968, 250, 28, 28
2969, 250, 34, 34
2970, 250, 37, 37
2971, 250, 30, 29
2972, 250, 37, 35
2973, 250, 38, 41
2974, 250, 40, 40
2975, 250, 50, 50
2976, 250, 34, 34
2977, 250, 29, 31
2978, 250, 41, 36
2979, 250, 33, 35
2980, 250, 29, 28
2981, 250, 35, 35
2982, 250, 32, 32
2983, 250, 25, 26
2984, 250, 41, 42
2985, 250, 33, 29
2986, 250, 26, 28
2987, 250, 28, 27
2988, 250, 45, 44
2989, 250, 25, 25
2990, 250, 35, 32
2991, 250, 41, 39
2992, 250, 34, 33
2993, 250, 30, 30
2994, 250, 19, 19
2995, 250, 34, 34
2996, 250, 37, 40
2997, 250, 42, 42
2998, 250, 47, 49
2999, 250, 27, 27
3000, 250, 33, 31
3001, 125, 17, 17
3002, 125, 17, 17
3003, 125, 17, 21
3004, 125, 14, 15
3005, 125, 20, 20
3006, 125, 20, 20
3007, 125, 23, 21
3008, 125, 11, 11
3009, 125, 21, 20
3010, 125, 25, 26
3011, 125, 15, 15
3012, 125, 16, 16
3013, 125, 30, 28
3014, 125, 18, 15
3015, 125, 14, 13
3016, 125, 19, 17
3017, 125, 21, 20
3018, 125, 18, 18
3019, 125, 18, 17
3020, 125, 17, 20
3021, 125, 17, 17
3022, 125, 20, 19
3023, 125, 19, 18
3024, 125, 20, 20
3025, 125, 11, 12
3026, 125, 24, 23
3027, 125, 17, 16
3028, 125, 28, 24
3029, 125, 16, 15
3030, 125, 16, 16
3031, 125, 20, 19
3032, 125, 12, 14
3033, 125, 9, 9
3034, 125, 19, 19
3035, 125, 27, 27
3036, 125, 20, 20
3037, 125, 12, 15
3038, 125, 14, 14
3039, 125, 17, 17
3040, 125, 11, 11
3041, 125, 17, 18
3042, 125, 18, 18
3043, 125, 13, 11
3044, 125, 19, 19
3045, 125, 24, 23
3046, 125, 17, 17
3047, 125, 20, 19
3048, 125, 19, 20
3049, 125, 20, 18
3050, 125, 16, 16
3051, 125, 14, 15
3052, 125, 18, 20
3053, 125, 11, 12
3054, 125, 19, 18
3055, 125, 23, 20
3056, 125, 20, 20
3057, 125, 23, 23
3058, 125, 15, 16
3059, 125, 22, 21
3060, 125, 8, 9
3061, 125, 9, 10
3062, 125, 8, 10
3063, 125, 17, 16
3064, 125, 16, 17
3065, 125, 14, 15
3066, 125, 11, 12
3067, 125, 21, 21
3068, 125, 19, 21
3069, 125, 20, 19
3070, 125, 17, 18
3071, 125, 22, 21
3072, 125, 15, 15
3073, 125, 22, 22
3074, 125, 16, 17
3075, 125, 10, 11
3076, 125, 22, 20
3077, 125, 13, 13
3078, 125, 16, 16
3079, 125, 18, 16
3080, 125, 23, 23
3081, 125, 15, 14
3082, 125, 18, 19
3083, 125, 12, 13
3084, 125, 21, 18
3085, 125, 20, 18
3086, 125, 26, 26
3087, 125, 16, 17
3088, 125, 20, 18
3089, 125, 20, 22
3090, 125, 11, 11
3091, 125, 23, 23
3092, 125, 14, 13
3093, 125, 20, 19
3094, 125, 24, 22
3095, 125, 16, 16
3096, 125, 20, 20
3097, 125, 26, 26
3098, 125, 16, 18
3099, 125, 22, 21
3100, 125, 19, 18
3101, 125, 10, 12
3102, 125, 23, 20
3103, 125, 15, 15
3104, 125, 22, 21
3105, 125, 20, 18
3106, 125, 22, 22
3107, 125, 19, 20
3108, 125, 24, 24
3109, 125, 15, 15
3110, 125, 15, 16
3111, 125, 21, 20
3112, 125, 17, 17
3113, 125, 15, 16
3114, 125, 22, 22
3115, 125, 16, 16
3116, 125, 18, 16
3117, 125, 23, 24
3118, 125, 18, 16
3119, 125, 22, 23
3120, 125, 11, 11
3121, 125, 17, 16
3122, 125, 14, 14
3123, 125, 17, 15
3124, 125, 18, 19
3125, 125, 14, 14
3126, 125, 6, 7
3127, 125, 21, 19
3128, 125, 19, 21
3129, 125, 11, 12
3130, 125, 18, 19
3131, 125, 25, 22
3132, 125, 24, 24
3133, 125, 15, 15
3134, 125, 22, 21
3135, 125, 7, 7
3136, 125, 23, 22
3137, 125, 27, 27
3138, 125, 20, 18
3139, 125, 24, 23
3140, 125, 22, 19
3141, 125, 13, 14
3142, 125, 12, 12
3143, 125, 22, 21
3144, 125, 21, 20
3145, 125, 15, 15
3146, 125, 15, 16
3147, 125, 19, 18
3148, 125, 20, 20
3149, 125, 15, 15
3150, 125, 16, 17
3151, 125, 21, 21
3152, 125, 12, 12
3153, 125, 22, 22
3154, 125, 10, 10
3155, 125, 11, 12
3156, 125, 27, 27
3157, 125, 19, 21
3158, 125, 22, 21
3159, 125, 14, 15
3160, 125, 24, 23
3161, 125, 18, 18
3162, 125, 13, 13
3163, 125, 15, 17
3164, 125, 9, 9
3165, 125, 19, 19
3166, 125, 18, 19
3167, 125, 22, 21
3168, 125, 21, 19
3169, 125, 12, 11
3170, 125, 23, 23
3171, 125, 21, 21
3172, 125, 8, 8
3173, 125, 12, 12
3174, 125, 26, 26
3175, 125, 10, 10
3176, 125, 17, 17
3177, 125, 14, 14
3178, 125, 19, 18
3179, 125, 20, 20
3180, 125, 21, 21
3181, 125, 24, 22
3182, 125, 15, 15
3183, 125, 22, 22
3184, 125, 17, 17
3185, 125, 16, 16
3186, 125, 22, 21
3187, 125, 17, 17
3188, 125, 10, 10
3189, 125, 8, 8
3190, 125, 14, 14
3191, 125, 28, 26
3192, 125, 20, 20
3193, 125, 18, 18
3194, 125, 14, 14
3195, 125, 14, 15
3196, 125, 23, 22
3197, 125, 16, 15
3198, 125, 14, 13
3199, 125, 31, 27
3200, 125, 19, 22
3201, 125, 13, 13
3202, 125, 21, 21
3203, 125, 13, 14
3204, 125, 16, 16
3205, 125, 16, 16
3206, 125, 24, 20
3207, 125, 14, 15
3208, 125, 21, 21
3209, 125, 17, 18
3210, 125, 19, 19
3211, 125, 21, 19
3212, 125, 15, 16
3213, 125, 19, 18
3214, 125, 19, 19
3215, 125, 17, 19
3216, 125, 19, 19
3217, 125, 11, 11
3218, 125, 15, 14
3219, 125, 10, 10
3220, 125, 20, 19
3221, 125, 16, 16
3222, 125, 19, 19
3223, 125, 24, 22
3224, 125, 17, 20
3225, 125, 21, 20
3226, 125, 20, 19
3227, 125, 12, 11
3228, 125, 22, 22
3229, 125, 25, 25
3230, 125, 10, 10
3231, 125, 18, 17
3232, 125, 20, 21
3233, 125, 17, 16
3234, 125, 15, 16
3235, 125, 14, 14
3236, 125, 20, 19
3237, 125, 9, 8
3238, 125, 19, 20
3239, 125, 17, 16
3240, 125, 23, 23
3241, 125, 17, 16
3242, 125, 19, 22
3243, 125, 18, 16
3244, 125, 13, 13
3245, 125, 13, 12
3246, 125, 15, 15
3247, 125, 15, 15
3248, 125, 21, 20
3249, 125, 19, 19
3250, 125, 19, 19
3251, 125, 18, 17
3252, 125, 17, 18
3253, 125, 33, 29
3254, 125, 22, 22
3255, 125, 16, 15
3256, 125, 22, 20
3257, 125, 12, 13
3258, 125, 16, 16
3259, 125, 11, 11
3260, 125, 15, 14
3261, 125, 18, 18
3262, 125, 20, 19
3263, 125, 16, 17
3264, 125, 21, 22
3265, 125, 11, 11
3266, 125, 22, 21
3267, 125, 13, 14
3268, 125, 20, 19
3269, 125, 20, 20
3270, 125, 22, 22
3271, 125, 18, 18
3272, 125, 20, 19
3273, 125, 23, 22
3274, 125, 17, 17
3275, 125, 16, 16
3276, 125, 18, 16
3277, 125, 24, 24
3278, 125, 17, 17
3279, 125, 15, 15
3280, 125, 19, 19
3281, 125, 14, 15
3282, 125, 15, 16
3283, 125, 24, 22
3284, 125, 19, 17
3285, 125, 14, 15
3286, 125, 18, 18
3287, 125, 12, 10
3288, 125, 19, 20
3289, 125, 22, 21
3290, 125, 25, 23
3291, 125, 17, 16
3292, 125, 16, 16
3293, 125, 16, 16
3294, 125, 17, 18
3295, 125, 17, 16
3296, 125, 19, 20
3297, 125, 18, 18
3298, 125, 19, 19
3299, 125, 16, 20
3300, 125, 16, 16
3301, 125, 22, 23
3302, 125, 28, 27
3303, 125, 19, 17
3304, 125, 20, 20
3305, 125, 11, 11
3306, 125, 12, 12
3307, 125, 19, 19
3308, 125, 19, 19
3309, 125, 19, 19
3310, 125, 11, 11
3311, 125, 26, 27
3312, 125, 12, 13
3313, 125, 10, 10
3314, 125, 19, 19
3315, 125, 16, 16
3316, 125, 11, 9
3317, 125, 13, 14
3318, 125, 16, 18
3319, 125, 17, 17
3320, 125, 18, 19
3321, 125, 16, 17
3322, 125, 21, 18
3323, 125, 18, 18
3324, 125, 25, 30
3325, 125, 9, 10
3326, 125, 18, 18
3327, 125, 14, 14
3328, 125, 23, 22
3329, 125, 13, 12
3330, 125, 15, 15
3331, 125, 14, 15
3332, 125, 19, 19
3333, 125, 24, 23
3334, 125, 19, 18
3335, 125, 16, 16
3336, 125, 18, 19
3337, 125, 12, 12
3338, 125, 17, 16
3339, 125, 14, 15
3340, 125, 12, 12
3341, 125, 27, 25
3342, 125, 14, 14
3343, 125, 15, 14
3344, 125, 13, 12
3345, 125, 18, 18
3346, 125, 9, 11
3347, 125, 21, 20
3348, 125, 14, 14
3349, 125, 18, 17
3350, 125, 17, 16
3351, 125, 24, 25
3352, 125, 10, 10
3353, 125, 19, 18
3354, 125, 18, 18
3355, 125, 20, 21
3356, 125, 18, 18
3357, 125, 19, 16
3358, 125, 14, 15
3359, 125, 19, 17
3360, 125, 14, 14
3361, 125, 15, 14
3362, 125, 14, 14
3363, 125, 22, 21
3364, 125, 25, 26
3365, 125, 17, 18
3366, 125, 18, 18
3367, 125, 16, 17
3368, 125, 24, 22
3369, 125, 19, 18
3370, 125, 14, 14
3371, 125, 16, 15
3372, 125, 29, 27
3373, 125, 14, 14
3374, 125, 16, 16
3375, 125, 25, 24
3376, 125, 27, 28
3377, 125, 16, 16
3378, 125, 17, 17
3379, 125, 26, 24
3380, 125, 20, 21
3381, 125, 14, 14
3382, 125, 22, 23
3383, 125, 20, 19
3384, 125, 15, 16
3385, 125, 17, 16
3386, 125, 16, 17
3387, 125, 17, 17
3388, 125, 20, 18
3389, 125, 17, 17
3390, 125, 11, 10
3391, 125, 20, 21
3392, 125, 13, 15
3393, 125, 19, 20
3394, 125, 16, 17
3395, 125, 20, 20
3396, 125, 19, 20
3397, 125, 17, 16
3398, 125, 13, 13
3399, 125, 20, 21
3400, 125, 17, 18
3401, 125, 12, 13
3402, 125, 17, 18
3403, 125, 17, 17
3404, 125, 17, 17
3405, 125, 14, 13
3406, 125, 17, 17
3407, 125, 12, 12
3408, 125, 18, 18
3409, 125, 18, 20
3410, 125, 16, 16
3411, 125, 18, 18
3412, 125, 18, 17
3413, 125, 11, 12
3414, 125, 15, 16
3415, 125, 13, 13
3416, 125, 13, 12
3417, 125, 16, 17
3418, 125, 12, 13
3419, 125, 23, 22
3420, 125, 12, 12
3421, 125, 10, 10
3422, 125, 16, 18
3423, 125, 9, 9
3424, 125, 17, 17
3425, 125, 23, 23
3426, 125, 21, 20
3427, 125, 12, 13
3428, 125, 11, 11
3429, 125, 16, 16
3430, 125, 13, 16
3431, 125, 7, 9
3432, 125, 21, 20
3433, 125, 15, 15
3434, 125, 13, 12
3435, 125, 17, 17
3436, 125, 12, 11
3437, 125, 22, 19
3438, 125, 18, 20
3439, 125, 18, 18
3440, 125, 17, 17
3441, 125, 18, 17
3442, 125, 6, 6
3443, 125, 18, 18
3444, 125, 17, 17
3445, 125, 12, 12
3446, 125, 17, 18
3447, 125, 22, 24
3448, 125, 25, 25
3449, 125, 18, 16
3450, 125, 13, 11
3451, 125, 19, 18
3452, 125, 22, 21
3453, 125, 22, 22
3454, 125, 11, 11
3455, 125, 18, 18
3456, 125, 15, 15
3457, 125, 22, 21
3458, 125, 11, 11
3459, 125, 19, 20
3460, 125, 14, 14
3461, 125, 15, 15
3462, 125, 23, 23
3463, 125, 22, 21
3464, 125, 13, 13
3465, 125, 19, 18
3466, 125, 18, 20
3467, 125, 16, 17
3468, 125, 10, 11
3469, 125, 21, 20
3470, 125, 17, 16
3471, 125, 15, 15
3472, 125, 15, 15
3473, 125, 14, 13
3474, 125, 17, 18
3475, 125, 21, 23
3476, 125, 11, 11
3477, 125, 19, 19
3478, 125, 18, 17
3479, 125, 19, 19
3480, 125, 23, 23
3481, 125, 17, 16
3482, 125, 20, 19
3483, 125, 14, 14
3484, 125, 22, 21
3485, 125, 23, 19
3486, 125, 17, 15
3487, 125, 16, 17
3488, 125, 11, 8
3489, 125, 17, 17
3490, 125, 26, 27
3491, 125, 16, 15
3492, 125, 9, 9
3493, 125, 10, 11
